shipping_id,order_id,delivery_status,shipping_date,return_date
1815,682,Returned,8/1/2024,3/19/2024
1816,1937,Delivered,3/31/2024,4/11/2024
1817,974,Delayed,6/7/2024,2/25/2024
1818,229,In Transit,12/3/2024,11/9/2024
1819,321,Delayed,7/18/2024,12/28/2024
1820,343,In Transit,1/18/2025,3/3/2024
1821,989,Delivered,2/8/2025,2/26/2024
1822,1609,In Transit,10/11/2024,
1823,1904,Returned,12/29/2024,7/25/2024
1824,1291,Delivered,6/27/2024,6/11/2024
1825,1384,Delayed,11/16/2024,8/4/2024
1826,509,Delayed,1/28/2025,12/21/2024
1827,144,Delayed,7/4/2024,6/6/2024
1828,1918,Delivered,3/15/2024,9/7/2024
1829,397,In Transit,8/13/2024,11/21/2024
1830,1119,Delivered,7/17/2024,11/17/2024
1831,321,Delayed,10/11/2024,7/16/2024
1832,1772,In Transit,11/6/2024,6/11/2024
1833,318,Delayed,10/18/2024,
1834,1279,Delayed,10/13/2024,3/19/2024
1835,61,In Transit,12/17/2024,2/18/2024
1836,1024,In Transit,11/19/2024,6/26/2024
1837,1395,Delivered,3/21/2024,7/18/2024
1838,1463,Returned,5/23/2024,9/12/2024
1839,1330,Delivered,4/1/2024,2/4/2025
1840,152,Returned,6/27/2024,1/4/2025
1841,1205,Delayed,2/3/2025,4/2/2024
1842,1331,Delivered,2/24/2024,3/4/2024
1843,1764,In Transit,8/8/2024,1/27/2025
1844,1869,Delivered,4/30/2024,4/15/2024
1845,758,In Transit,11/18/2024,9/12/2024
1846,617,Delayed,1/9/2025,11/26/2024
1847,762,Returned,12/23/2024,10/20/2024
1848,1486,Delayed,8/13/2024,
1849,1830,Delayed,7/20/2024,3/23/2024
1850,448,Delivered,8/4/2024,3/2/2024
1851,1859,Delayed,1/12/2025,8/17/2024
1852,611,In Transit,8/25/2024,4/17/2024
1853,1658,In Transit,8/31/2024,11/1/2024
1854,589,Delivered,11/24/2024,12/26/2024
1855,1974,Delivered,1/23/2025,6/12/2024
1856,1492,In Transit,2/18/2024,6/1/2024
1857,1631,Delivered,11/25/2024,6/9/2024
1858,400,Delivered,11/3/2024,7/12/2024
1859,835,In Transit,12/19/2024,2/23/2024
1860,196,Returned,4/13/2024,12/17/2024
1861,730,In Transit,11/8/2024,
1862,933,Delayed,2/18/2024,9/4/2024
1863,1748,Delivered,6/28/2024,9/10/2024
1864,1527,Delayed,9/23/2024,9/24/2024
1865,631,Delayed,8/16/2024,9/15/2024
1866,1134,In Transit,5/17/2024,6/29/2024
1867,711,In Transit,3/9/2024,12/2/2024
1868,556,Returned,10/23/2024,10/29/2024
1869,630,Delivered,7/23/2024,4/27/2024
1870,1250,Delayed,10/5/2024,4/8/2024
1871,529,Returned,2/1/2025,11/15/2024
1872,1726,Delivered,10/9/2024,4/3/2024
1873,353,Delayed,8/24/2024,9/9/2024
1874,1571,Delivered,10/20/2024,3/6/2024
1875,247,Delayed,8/22/2024,6/1/2024
1876,1753,Delivered,11/27/2024,1/11/2025
1877,654,In Transit,10/22/2024,12/26/2024
1878,1481,Delayed,1/21/2025,
1879,792,Returned,12/29/2024,
1880,1183,Delivered,6/10/2024,7/2/2024
1881,344,Delayed,11/24/2024,11/24/2024
1882,1458,Returned,1/12/2025,
1883,1145,Returned,4/24/2024,6/3/2024
1884,1872,Delivered,8/18/2024,11/20/2024
1885,965,Delayed,1/29/2025,7/21/2024
1886,1946,Returned,9/3/2024,
1887,1433,Delivered,5/4/2024,9/3/2024
1888,1971,Delivered,12/24/2024,7/23/2024
1889,405,In Transit,3/11/2024,9/17/2024
1890,1762,Returned,5/24/2024,1/7/2025
1891,163,Delayed,6/6/2024,9/17/2024
1892,487,Returned,11/1/2024,6/30/2024
1893,1892,Delayed,4/5/2024,3/23/2024
1894,1474,In Transit,11/24/2024,4/18/2024
1895,413,In Transit,1/12/2025,3/14/2024
1896,1413,Delayed,8/25/2024,6/28/2024
1897,1414,In Transit,10/9/2024,11/8/2024
1898,835,Delivered,12/6/2024,4/23/2024
1899,1889,In Transit,7/9/2024,3/6/2024
1900,1553,In Transit,2/7/2025,3/22/2024
1901,714,Delayed,9/26/2024,9/6/2024
1902,1679,Returned,4/4/2024,8/23/2024
1903,1776,Delivered,1/11/2025,11/19/2024
1904,551,Returned,7/9/2024,1/27/2025
1905,166,In Transit,5/24/2024,5/1/2024
1906,815,Delivered,3/4/2024,7/10/2024
1907,427,Delivered,1/25/2025,12/21/2024
1908,86,In Transit,3/24/2024,11/6/2024
1909,1091,Delayed,9/30/2024,7/2/2024
1910,1380,Returned,3/3/2024,12/9/2024
1911,1481,Delivered,11/5/2024,7/2/2024
1912,262,Delivered,2/9/2025,1/15/2025
1913,1161,Returned,8/4/2024,5/21/2024
1914,286,In Transit,11/3/2024,
1915,1895,Delayed,6/9/2024,8/23/2024
1916,1524,Delivered,3/2/2024,
1917,1249,In Transit,1/2/2025,
1918,146,In Transit,1/16/2025,12/17/2024
1919,1351,Delayed,7/28/2024,5/27/2024
1920,1985,Delivered,2/27/2024,
1921,1525,In Transit,6/22/2024,1/30/2025
1922,1890,Delivered,5/27/2024,11/15/2024
1923,508,Returned,4/23/2024,8/5/2024
1924,1062,Delayed,5/15/2024,5/6/2024
1925,1622,In Transit,10/7/2024,3/23/2024
1926,786,Delayed,7/30/2024,11/27/2024
1927,107,Delayed,3/22/2024,4/30/2024
1928,1769,Returned,8/28/2024,2/29/2024
1929,1345,Returned,5/11/2024,12/29/2024
1930,1146,Delayed,2/1/2025,7/20/2024
1931,1205,In Transit,12/11/2024,11/30/2024
1932,1630,Delayed,9/13/2024,3/18/2024
1933,854,Returned,10/1/2024,
1934,750,In Transit,4/5/2024,5/16/2024
1935,349,Delivered,4/20/2024,
1936,1042,Delayed,9/25/2024,3/10/2024
1937,1445,Delivered,8/31/2024,4/6/2024
1938,1331,Returned,6/28/2024,7/2/2024
1939,851,Returned,8/31/2024,11/15/2024
1940,179,Delivered,11/3/2024,4/4/2024
1941,1514,Returned,8/18/2024,3/25/2024
1942,788,Delayed,7/21/2024,2/23/2024
1943,1853,Delivered,11/10/2024,10/8/2024
1944,1537,Delivered,6/21/2024,8/4/2024
1945,546,Delivered,12/23/2024,7/2/2024
1946,144,Delivered,2/25/2024,
1947,1159,Returned,2/1/2025,2/5/2025
1948,718,Delivered,5/6/2024,10/24/2024
1949,817,Returned,6/21/2024,3/30/2024
1950,1649,In Transit,10/5/2024,12/6/2024
1951,1764,In Transit,12/22/2024,7/2/2024
1952,1296,Returned,7/5/2024,3/5/2024
1953,1462,Delivered,4/10/2024,10/31/2024
1954,837,In Transit,8/18/2024,9/6/2024
1955,1704,Delayed,4/6/2024,8/18/2024
1956,1533,Delivered,12/22/2024,10/2/2024
1957,359,Delivered,11/1/2024,2/5/2025
1958,1097,Delivered,3/26/2024,7/14/2024
1959,1478,Returned,10/21/2024,10/29/2024
1960,1881,Delivered,7/8/2024,3/2/2024
1961,675,Delayed,12/20/2024,11/1/2024
1962,921,Delayed,8/14/2024,5/25/2024
1963,1015,Delayed,3/20/2024,11/16/2024
1964,1878,Returned,12/20/2024,6/30/2024
1965,686,Delayed,12/13/2024,6/30/2024
1966,1554,Returned,4/12/2024,3/12/2024
1967,1445,In Transit,8/19/2024,9/4/2024
1968,1533,Returned,7/26/2024,9/20/2024
1969,820,Returned,4/13/2024,2/2/2025
1970,471,Returned,9/28/2024,2/26/2024
1971,537,Delivered,3/4/2024,3/27/2024
1972,198,Delivered,3/12/2024,6/22/2024
1973,1243,In Transit,5/16/2024,4/8/2024
1974,449,In Transit,3/20/2024,9/11/2024
1975,530,Returned,5/25/2024,9/18/2024
1976,81,In Transit,10/3/2024,10/17/2024
1977,650,Delayed,3/13/2024,12/2/2024
1978,1400,Returned,5/4/2024,7/11/2024
1979,1075,In Transit,6/22/2024,4/16/2024
1980,1265,Returned,5/19/2024,1/23/2025
1981,316,Delayed,11/10/2024,
1982,1693,Delayed,1/31/2025,
1983,1507,Delayed,10/29/2024,6/18/2024
1984,1931,Delivered,4/26/2024,
1985,52,In Transit,4/21/2024,2/14/2024
1986,1700,Returned,5/7/2024,
1987,27,Returned,12/4/2024,10/31/2024
1988,762,In Transit,7/26/2024,8/17/2024
1989,1331,In Transit,4/8/2024,8/31/2024
1990,849,In Transit,4/3/2024,11/30/2024
1991,1223,In Transit,6/5/2024,2/26/2024
1992,826,Delayed,6/24/2024,5/21/2024
1993,1679,Delivered,2/24/2024,8/22/2024
1994,69,Delayed,10/10/2024,12/12/2024
1995,1093,In Transit,4/19/2024,1/2/2025
1996,1763,Delayed,10/24/2024,10/15/2024
1997,325,Returned,9/29/2024,8/2/2024
1998,1265,In Transit,7/30/2024,1/20/2025
1999,1059,In Transit,8/26/2024,9/10/2024
2000,1815,Returned,8/4/2024,
